"","gender","race_ethnicity","parent_edulevel","lunch","test_preparation_course","subject","score"
"2855","male","group C","some high school","standard","none","writing",55
"2856","female","group B","bachelor's degree","standard","none","writing",96
"2857","male","group B","some college","free/reduced","none","writing",65
"2858","female","group C","bachelor's degree","standard","none","writing",81
"2859","male","group B","high school","standard","completed","writing",46
"2860","male","group C","associate's degree","free/reduced","none","writing",72
"2861","female","group C","associate's degree","standard","none","writing",53
"2862","female","group E","master's degree","free/reduced","none","writing",87
"2863","male","group D","bachelor's degree","free/reduced","completed","writing",38
"2864","female","group C","some college","standard","completed","writing",80
"2865","male","group C","associate's degree","standard","none","writing",91
"2866","male","group D","some college","standard","completed","writing",88
"2867","male","group C","high school","free/reduced","none","writing",52
"2868","male","group B","associate's degree","standard","none","writing",41
"2869","male","group E","associate's degree","free/reduced","completed","writing",72
"2870","male","group C","associate's degree","free/reduced","none","writing",51
"2871","male","group B","high school","standard","none","writing",47
"2872","female","group C","some college","standard","completed","writing",76
"2873","male","group B","associate's degree","standard","completed","writing",78
"2874","male","group E","associate's degree","free/reduced","none","writing",82
"2875","female","group C","bachelor's degree","free/reduced","none","writing",61
"2876","male","group C","some college","free/reduced","none","writing",66
"2877","male","group D","some college","standard","none","writing",84
"2878","male","group C","some high school","standard","none","writing",54
"2879","female","group D","some high school","standard","none","writing",80
"2880","female","group D","associate's degree","standard","none","writing",74
"2881","male","group C","bachelor's degree","standard","completed","writing",66
